customer_id,age,gender,state,income_band,tenure_days,segment,orders_90d,orders_30d,avg_order_value,total_spend_90d,days_since_last_order,browse_sessions_30d,cart_abandon_rate,return_rate,refund_count_90d,discount_ratio,coupon_used_rate,delivery_delay_rate,late_delivery_count,failed_delivery_count,tickets_90d,avg_first_response_hours,email_open_rate,push_open_rate,loyalty_points_balance,app_rating,churn,customer_feedback_x,support_chat_excerpt_x,reason_for_low_activity_x,customer_feedback_y,support_chat_excerpt_y,reason_for_low_activity_y,customer_feedback,support_chat_excerpt,reason_for_low_activity
C101294,32,M,Pahang,M40,381,new,2,0,39.96,88.68,38,14,0.257,0.045,0,0.29,0.522,0.145,0,0,1,6.25,0.407,0.173,53,5.0,1,,,,,,,,,
C101295,38,M,Selangor,B40,23,loyal,6,3,37.61,211.16,10,22,0.595,0.048,0,0.28,0.48,0.176,1,0,0,5.47,0.686,0.366,148,2.5,0,,,,"Sangat kecewa dengan delivery, lambat sgt!  Saya dah lama tak order, harap next time lebih cepat.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: We sincerely apologize for the delay, sir. Let us investigate immediately.",Late delivery,"Sangat kecewa dengan delivery, lambat sgt!  Saya dah lama tak order, harap next time lebih cepat.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: We sincerely apologize for the delay, sir. Let us investigate immediately.",Late delivery
C101296,18,M,Selangor,M40,215,loyal,10,5,90.65,832.49,24,22,0.707,0.154,0,0.372,0.337,0.077,0,0,1,5.76,0.364,0.13,933,2.8,0,"Slightly disappointed with the wait time, but overall still happy with the shop. Could be faster though, maybe check the shipping more often, ya?","Customer: 'Hi, my order still hasn't arrived! It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you immediately.'",Delivery delay,"Slightly disappointed with the wait time, but overall still happy with the shop. Could be faster though, maybe check the shipping more often, ya?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait time, but overall still happy with the shop. Could be faster though, maybe check the shipping more often, ya?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C101297,24,F,Selangor,M40,128,regular,4,2,47.01,179.12,107,9,0.587,0.176,0,0.108,0.0,0.199,0,0,1,10.87,0.042,0.0,113,2.8,1,,,,,,,,,
C101298,20,F,Penang,B40,199,regular,5,3,60.04,261.97,32,14,0.364,0.138,0,0.539,0.52,0.092,0,0,0,16.82,0.233,0.021,112,3.9,0,,,,"Slightly disappointed with the wait, but the product itself was okay.  Shipping took a bit long, but I'll probably order again soon.","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay.  Shipping took a bit long, but I'll probably order again soon.","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C101299,21,F,Pahang,B40,549,regular,6,3,24.3,160.17,87,12,0.803,0.031,0,0.675,1.0,0.02,0,0,0,22.81,0.0,0.0,174,2.7,1,,,,,,,,,
C101300,30,M,Selangor,B40,192,premium,9,6,31.49,280.58,43,21,0.483,0.048,0,0.524,0.847,0.095,1,0,0,11.66,0.408,0.089,185,2.4,0,,,,"Sangat kecewa dengan delivery, lambat sangat!  Takde lah sbb nak pakai baju ni.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: We apologize for the delay, sir. Let us check on the status immediately.",Late delivery,"Sangat kecewa dengan delivery, lambat sangat!  Takde lah sbb nak pakai baju ni.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: We apologize for the delay, sir. Let us check on the status immediately.",Late delivery
C101301,18,F,Selangor,,171,regular,5,2,47.51,274.21,5,18,0.353,0.0,0,0.304,0.11,0.149,2,0,0,7.29,0.299,0.346,295,3.5,0,,,,,,,,,
C101302,36,F,Perak,B40,318,regular,2,1,77.42,178.28,100,8,0.5,0.012,0,0.409,0.662,0.07,0,0,2,13.63,0.337,0.0,67,3.5,1,,,,,,,,,
C101303,37,F,KL,M40,248,new,1,0,25.56,22.04,108,13,0.98,0.032,0,0.271,0.55,0.048,0,0,1,9.51,0.0,0.0,25,3.8,1,,,,,,,,,
C101304,28,F,Sarawak,B40,216,loyal,3,1,46.78,124.56,28,23,0.361,0.065,0,0.215,0.103,0.04,0,0,0,6.16,0.17,0.522,144,4.4,1,,,,"Slightly disappointed with the wait, but the product itself was okay.  Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay.  Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Delivery delay
C101305,18,M,Terengganu,T20,255,new,2,1,23.63,45.57,18,9,0.524,0.192,1,0.689,0.592,0.064,0,0,0,19.61,0.419,0.005,25,5.0,0,,,,"Sangat kecewa dengan refund-nya, produknya tak sesuai gambar.  Sbb tu dah tak order dah sikit.","Customer:  Saya nak tanya pasal refund saya.  Agent:  Okay, boleh saya bantu?  Customer:  Saya order baju tapi warna dia tak macam gambar.",Product quality issue,"Sangat kecewa dengan refund-nya, produknya tak sesuai gambar.  Sbb tu dah tak order dah sikit.","Customer:  Saya nak tanya pasal refund saya.  Agent:  Okay, boleh saya bantu?  Customer:  Saya order baju tapi warna dia tak macam gambar.",Product quality issue
C101306,21,F,Sarawak,T20,452,new,3,1,28.31,71.98,110,11,0.527,0.037,0,0.649,0.968,0.024,0,0,0,11.93,0.108,0.073,24,4.1,1,,,,,,,,,
C101307,41,F,Kelantan,B40,364,regular,4,1,43.28,186.24,10,10,0.516,0.081,1,0.573,0.731,0.149,2,0,0,5.05,0.278,0.164,123,4.2,1,,,,,,,,,
C101308,18,M,Penang,B40,162,regular,3,2,34.04,111.83,104,21,0.881,0.182,0,0.47,0.384,0.05,0,0,0,11.86,0.515,0.0,57,3.9,1,,,,,,,,,
C101309,27,F,Pahang,M40,530,loyal,7,3,28.17,214.65,20,21,0.617,0.044,1,0.568,0.344,0.041,1,0,1,10.58,0.348,0.237,214,4.8,0,,,,,,,,,
C101310,19,F,Selangor,T20,134,loyal,11,3,27.95,303.79,101,18,0.749,0.027,0,0.101,0.28,0.019,0,1,0,4.59,0.0,0.189,103,5.0,0,,,,,,,,,
C101311,37,F,Selangor,,215,new,2,1,18.81,42.78,111,7,0.638,0.03,0,0.328,0.553,0.013,0,0,0,7.62,0.17,0.008,17,3.7,1,,,,,,,,,
C101312,24,M,Sabah,B40,234,regular,4,2,47.79,199.25,24,8,0.769,0.012,0,0.33,0.447,0.01,0,0,0,7.13,0.225,0.013,178,3.1,1,"Slightly disappointed with the delivery, took a bit longer than expected.  Still like the shop though, just need faster shipping next time!","Customer: 'My order is still not here!  It was supposed to arrive last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the delivery, took a bit longer than expected.  Still like the shop though, just need faster shipping next time!","Customer: 'My order is still not here!  It was supposed to arrive last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the delivery, took a bit longer than expected.  Still like the shop though, just need faster shipping next time!","Customer: 'My order is still not here!  It was supposed to arrive last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C101313,34,F,Selangor,B40,156,loyal,8,2,54.84,525.34,26,17,0.407,0.204,1,0.627,0.825,0.087,0,0,0,2.0,0.089,0.224,543,3.7,0,,,,,,,,,
C101314,35,M,Kelantan,B40,493,regular,3,1,49.77,168.15,12,16,0.129,0.026,0,0.374,0.626,0.031,0,0,0,3.63,0.257,0.261,56,3.8,0,,,,,,,,,
C101315,47,M,Sabah,M40,150,new,1,0,26.48,28.83,94,11,0.848,0.163,0,0.211,0.443,0.092,0,0,0,12.68,0.331,0.128,15,3.9,1,,,,,,,,,
C101316,28,M,Terengganu,M40,181,regular,3,1,57.52,146.56,41,14,0.354,0.076,1,0.271,0.375,0.056,1,0,1,5.93,0.326,0.38,124,4.0,1,,,,,,,,,
C101317,33,F,KL,M40,401,regular,2,0,51.8,117.38,77,8,0.557,0.095,0,0.662,0.851,0.148,0,0,0,9.88,0.223,0.0,65,3.9,0,,,,,,,,,
C101318,18,M,Penang,M40,138,premium,3,1,52.72,145.86,73,23,0.273,0.0,0,0.197,0.029,0.0,0,0,0,13.89,0.0,0.128,129,3.2,0,,,,,,,,,
C101319,41,F,Sarawak,B40,65,regular,4,2,38.29,148.19,60,10,0.537,0.134,0,0.211,0.479,0.098,0,0,0,2.62,0.054,0.064,127,3.9,1,,,,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay
C101320,23,F,KL,M40,220,new,3,0,29.0,85.7,29,11,0.351,0.19,0,0.11,0.109,0.299,0,0,0,16.52,0.371,0.17,65,4.3,0,,,,,,,,,
C101321,25,F,Penang,B40,84,loyal,7,3,47.59,310.65,37,19,0.385,0.022,0,0.635,0.897,0.052,1,0,1,7.58,0.091,0.041,312,5.0,0,,,,,,,,,
C101322,30,F,Sabah,M40,76,regular,2,1,71.24,120.16,59,11,0.315,0.167,0,0.12,0.075,0.152,0,0,0,8.96,0.067,0.207,44,3.7,1,,,,,,,,,
C101323,18,F,Terengganu,M40,24,loyal,2,1,66.26,116.58,9,13,0.409,0.072,0,0.389,0.766,0.053,1,0,0,19.46,0.236,0.11,46,4.0,0,,,,,,,,,
C101324,32,F,Sarawak,M40,28,regular,3,1,36.98,124.41,46,28,0.274,0.083,0,0.484,0.946,0.151,1,0,1,12.76,0.032,0.008,52,3.9,1,"Sangat kecewa dengan delivery, lambat sangat!  Takde lah sbb nak beli apa.  Hope next time better.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: We apologize for the delay, sir. Let us investigate immediately.",Late delivery,"Sangat kecewa dengan delivery, lambat sangat!  Takde pulak barangnya, nak refund pun susah.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: I sincerely apologize for the delay. Let me check on the status for you.",Late delivery issue,"Sangat kecewa dengan delivery, lambat sangat!  Takde pulak barangnya, nak refund pun susah.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: I sincerely apologize for the delay. Let me check on the status for you.",Late delivery issue
C101325,39,F,Selangor,B40,31,new,2,1,43.95,93.25,85,4,0.56,0.032,0,0.328,0.166,0.148,0,0,0,6.76,0.174,0.278,110,3.7,1,,,,"Sangat kecewa dengan lambatnya penghantaran.  Takde lah sbb nak beli apa, tunggu je.  Hopefully next time better.","Customer:  My order still hasn't arrived!  It was supposed to be here ages ago.
Agent:  I'm so sorry for the delay, let me check on that for you.",Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Takde lah sbb nak beli apa, tunggu je.  Hopefully next time better.","Customer:  My order still hasn't arrived!  It was supposed to be here ages ago.
Agent:  I'm so sorry for the delay, let me check on that for you.",Delivery delay
C101326,33,F,Johor,M40,577,regular,3,1,27.51,97.15,50,16,0.429,0.051,0,0.233,0.147,0.122,0,0,0,5.66,0.045,0.269,53,3.7,0,,,,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, maybe next time can be faster lah.","Customer:  Hi, my order still hasn't arrived!  Agent:  I'm so sorry for the delay, let me check on that for you.",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, maybe next time can be faster lah.","Customer:  Hi, my order still hasn't arrived!  Agent:  I'm so sorry for the delay, let me check on that for you.",Delivery delay
C101327,18,M,Perak,M40,30,regular,1,1,52.22,58.93,47,14,0.521,0.058,0,0.185,0.628,0.211,0,0,0,5.9,0.274,0.212,39,2.8,1,,,,,,,,,
C101328,29,M,Selangor,B40,83,new,5,2,27.22,130.78,100,5,0.572,0.029,0,0.406,0.507,0.27,0,0,0,5.57,0.074,0.012,71,4.4,0,,,,,,,,,
C101329,37,F,Johor,B40,183,regular,0,0,51.5,0.0,64,10,0.476,0.022,0,0.395,0.48,0.065,0,0,0,13.89,0.116,0.268,0,4.5,0,"Sangat kecewa, dah lama sgt order tak sampai.  Maybe next time check delivery timing better lah.",Customer: My order still hasn't arrived!  It's been ages.,Delayed delivery,"Sangat kecewa, dah lama sgt order tak sampai.  Maybe next time try another shop lah.",Customer: My order still hasn't arrived!  It's been ages.,Lack of new product interest,"Sangat kecewa, dah lama sgt order tak sampai.  Maybe next time try another shop lah.",Customer: My order still hasn't arrived!  It's been ages.,Lack of new product interest
C101330,18,M,KL,M40,308,loyal,6,2,125.77,777.69,86,22,0.565,0.007,0,0.406,0.226,0.087,0,0,0,9.68,0.0,0.108,419,3.8,0,,,,,,,,,
C101331,20,F,Selangor,B40,330,loyal,7,3,36.45,233.34,0,26,0.343,0.22,3,0.37,0.311,0.0,0,0,1,9.0,0.801,0.22,189,4.4,1,,,,,,,,,
C101332,38,F,Penang,B40,105,regular,1,0,112.5,133.88,111,24,0.791,0.052,0,0.097,0.0,0.059,0,0,0,6.62,0.0,0.0,53,2.9,1,,,,,,,,,
C101333,32,F,Selangor,B40,212,new,0,0,43.22,0.0,93,7,0.605,0.176,0,0.431,0.543,0.202,0,0,1,11.43,0.034,0.091,0,5.0,1,,,,,,,,,
C101334,34,F,Perak,B40,179,regular,7,4,31.11,183.99,91,12,0.839,0.113,1,0.67,0.959,0.138,0,0,2,4.48,0.109,0.02,213,3.4,0,,,,"Sangat kecewa dengan refund-nya, produknya tak sesuai yang saya order.  Sbb tu dah tak minat belanja online sbb risai.","Customer:  Saya nak tanya pasal refund saya.  Support:  Okay, boleh tolong confirm order number anda?",Product quality issue,"Sangat kecewa dengan refund-nya, produknya tak sesuai yang saya order.  Sbb tu dah tak minat belanja online sbb risai.","Customer:  Saya nak tanya pasal refund saya.  Support:  Okay, boleh tolong confirm order number anda?",Product quality issue
C101335,47,F,Selangor,B40,203,regular,1,0,30.62,34.78,83,13,0.519,0.106,0,0.146,0.497,0.052,0,0,1,19.55,0.0,0.0,22,3.8,1,,,,,,,,,
C101336,34,F,Sarawak,M40,224,new,1,0,83.29,69.22,64,6,0.361,0.101,0,0.428,0.436,0.298,0,0,0,6.46,0.0,0.181,27,4.7,0,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery time lah. ",Customer:  My order still hasn't arrived!  It's been ages.,Long delivery time,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery time lah. ",Customer: My order still hasn't arrived!  It's been ages.,Long delivery time,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery time lah. ",Customer: My order still hasn't arrived!  It's been ages.,Long delivery time
C101337,36,F,Selangor,B40,269,loyal,7,4,52.87,433.57,59,28,0.821,0.088,2,0.232,0.207,0.063,0,1,0,4.59,0.338,0.344,266,3.1,1,,,,,,,,,
C101338,54,F,Kelantan,M40,126,premium,9,6,43.13,407.45,68,21,0.628,0.154,1,0.456,0.836,0.084,0,0,0,13.11,0.371,0.037,182,3.7,1,,,,"Sangat kecewa dengan order lepas tu, lambat sangat!  Takde update pun.  Hopefully next time delivery lebih cepat.","Customer:  My order is still not here!  It was supposed to arrive last week.
Agent:  I apologize for the delay, sir. Let me check on the status for you.",Delayed delivery,"Sangat kecewa dengan order lepas tu, lambat sangat!  Takde update pun.  Hopefully next time delivery lebih cepat.","Customer:  My order is still not here!  It was supposed to arrive last week.
Agent:  I apologize for the delay, sir. Let me check on the status for you.",Delayed delivery
C101339,28,F,Selangor,B40,151,new,5,3,33.9,146.89,56,5,0.496,0.151,1,0.186,0.402,0.099,0,0,0,12.96,0.0,0.568,162,3.6,0,,,,,,,,,
C101340,23,F,Penang,B40,766,loyal,6,1,51.73,349.77,85,14,0.583,0.069,1,0.183,0.413,0.069,0,0,0,7.12,0.496,0.0,409,4.5,0,,,,,,,,,
C101341,34,F,KL,B40,132,regular,5,1,40.32,202.87,40,14,0.333,0.057,0,0.63,0.787,0.1,0,0,0,14.35,0.207,0.229,115,3.4,1,,,,"Sangat kecewa dengan lambatnya penghantaran.  Takde lah sbb busy, tapi sbb dia xde stock katanya.  Maybe next time check stock dulu sebelum order.","Customer: My order still hasn't arrived!  It was supposed to be here a week ago.
Agent:  I'm so sorry for the delay, sir. Let me check on the status for you.",Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Takde lah sbb busy, tapi sbb dia xde stock katanya.  Maybe next time check stock dulu sebelum order.","Customer: My order still hasn't arrived!  It was supposed to be here a week ago.
Agent:  I'm so sorry for the delay, sir. Let me check on the status for you.",Delivery delay
C101342,34,F,KL,M40,215,regular,5,2,45.65,188.04,90,7,0.373,0.065,0,0.695,0.963,0.043,0,0,0,12.2,0.0,0.0,185,4.6,0,,,,,,,,,
C101343,25,F,Johor,T20,180,regular,1,1,75.25,84.23,39,10,0.702,0.049,0,0.253,0.448,0.259,0,0,1,9.73,0.0,0.27,83,4.2,1,,,,,,,,,
C101344,21,F,Pahang,M40,209,new,4,1,24.53,109.44,57,10,0.768,0.036,0,0.594,0.41,0.137,0,1,0,3.25,0.0,0.0,109,3.0,0,,,,,,,,,
C101345,51,F,Kelantan,B40,408,new,1,0,45.62,45.29,8,11,0.13,0.017,0,0.401,0.46,0.192,0,0,0,7.87,0.326,0.369,17,4.7,0,,,,"Sangat kecewa, dah tunggu lama sgt parcel ni. Hopefully next time delivery lebih cepat, sebab saya minat dgn produk kat sini.","Customer: 'My order hasn't arrived yet, it was supposed to be here last week!' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Sangat kecewa, dah tunggu lama sgt parcel ni. Hopefully next time delivery lebih cepat, sebab saya minat dgn produk kat sini.","Customer: 'My order hasn't arrived yet, it was supposed to be here last week!' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C101346,33,F,KL,B40,172,premium,7,3,51.26,391.99,105,23,0.872,0.051,0,0.66,0.918,0.021,1,0,1,8.22,0.0,0.204,417,5.0,1,,,,"Sangat kecewa dengan delivery, lambat sangat!  Takde lah sbb nak beli hadiah birthday.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: We sincerely apologize for the delay, sir. Let us investigate immediately.",Late delivery,"Sangat kecewa dengan delivery, lambat sangat!  Takde lah sbb nak beli hadiah birthday.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: We sincerely apologize for the delay, sir. Let us investigate immediately.",Late delivery
C101347,23,M,Selangor,B40,73,regular,3,1,33.97,83.16,80,16,0.661,0.03,0,0.479,0.268,0.156,1,0,0,6.52,0.277,0.0,58,3.4,1,,,,,,,,,
C101348,38,F,Sarawak,M40,124,regular,5,3,58.87,272.93,23,11,0.194,0.103,0,0.282,0.631,0.366,1,0,0,6.14,0.299,0.383,284,3.6,0,,,,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: We apologize for the delay, sir. Let us investigate immediately.",Late delivery,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: We apologize for the delay, sir. Let us investigate immediately.",Late delivery
C101349,29,F,Perak,B40,173,regular,3,1,24.25,77.79,4,15,0.267,0.076,0,0.154,0.245,0.043,0,0,1,,0.314,0.078,47,3.1,0,,,,,,,,,
C101350,28,F,Selangor,T20,229,premium,5,3,22.97,102.47,99,29,0.54,0.053,0,0.225,0.273,0.113,0,0,2,5.57,0.078,0.0,115,3.9,0,,,,,,,,,
C101351,35,M,Sarawak,M40,105,regular,3,1,43.75,128.65,0,12,0.258,0.041,0,0.211,0.48,0.193,0,0,1,14.22,0.2,0.129,64,4.8,1,,,,,,,,,
C101352,18,M,Penang,M40,115,loyal,5,2,42.39,248.57,55,14,0.379,0.086,1,0.673,1.0,0.064,0,0,0,7.21,0.372,0.206,115,3.6,0,,,,,,,,,
C101353,33,M,Sabah,M40,235,loyal,2,1,27.71,62.66,1,15,0.145,0.045,0,0.514,0.361,0.096,0,0,0,4.85,0.502,0.186,19,3.4,0,,,,,,,,,
C101354,47,M,KL,B40,241,regular,0,0,22.23,0.0,83,14,0.534,0.017,0,0.495,0.702,0.053,0,0,0,6.39,0.0,0.34,0,5.0,1,,,,,,,,,
C101355,34,F,Johor,M40,370,regular,5,2,79.5,409.7,22,13,0.429,0.046,0,0.45,0.759,0.032,0,0,1,8.96,0.072,0.124,279,3.5,0,,,,"Slightly disappointed with the delivery, took ages!  Still like the shop though, just need to order more often.","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the delivery, took ages!  Still like the shop though, just need to order more often.","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C101356,27,M,Selangor,B40,123,regular,5,3,47.56,274.61,45,19,0.348,0.031,0,0.757,0.636,0.0,0,0,0,15.2,0.228,0.207,272,3.6,0,,,,,,,,,
C101357,25,F,Sarawak,M40,288,loyal,5,2,44.8,256.53,68,16,0.876,0.072,0,0.193,0.218,0.02,0,0,0,10.54,0.0,0.0,92,3.9,0,,,,"Slightly disappointed, the delivery took a while.  I need to order more often, but things are a bit tight with my budget now.","Customer: 'Hi, my order still hasn't arrived!'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",financial constraints,"Slightly disappointed, the delivery took a while.  I need to order more often, but things are a bit tight with my budget now.","Customer: 'Hi, my order still hasn't arrived!'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",financial constraints
C101358,26,M,Selangor,M40,180,regular,4,1,87.21,291.39,42,15,0.461,0.244,0,0.266,0.399,0.067,0,0,0,13.34,0.06,0.295,147,2.9,1,,,,"Sangat kecewa dengan lambatnya penghantaran.  Takde lah sbb busy, tapi sbb dia slow sikit.  Maybe next time better lah.","Customer:  My order still hasn't arrived!  It was supposed to be here last week.
Agent:  I'm so sorry for the delay, sir. Let me check on the status for you.",Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Takde lah sbb busy, tapi sbb dia slow sikit.  Maybe next time better lah.","Customer:  My order still hasn't arrived!  It was supposed to be here last week.
Agent:  I'm so sorry for the delay, sir. Let me check on the status for you.",Delivery delay
C101359,28,F,Sarawak,B40,137,new,0,0,52.06,0.0,81,9,0.826,0.057,0,0.314,0.64,0.048,0,0,0,7.16,0.383,0.0,0,3.5,1,,,,,,,,,
C101360,27,F,Pahang,M40,185,new,2,0,67.62,118.52,60,2,0.317,0.045,0,0.133,0.0,0.082,0,0,0,6.65,0.141,0.215,117,5.0,0,,,,,,,,,
C101361,38,M,Sarawak,B40,205,regular,2,1,26.76,44.6,49,12,0.298,0.015,0,0.268,0.071,0.1,0,0,1,19.5,0.233,0.0,41,4.5,1,,,,,,,,,
C101362,18,F,Selangor,B40,66,loyal,9,3,29.06,239.82,35,10,0.347,0.183,0,0.341,0.773,0.074,0,0,2,8.5,0.339,0.018,238,4.4,0,,,,,,,,,
C101363,38,M,KL,M40,71,loyal,2,1,55.22,115.33,48,19,0.642,0.091,0,0.265,0.221,0.116,0,0,0,5.62,0.181,0.403,115,4.5,1,,,,,,,,,
C101364,27,F,Johor,B40,315,regular,3,0,46.76,156.8,38,12,0.444,0.086,1,0.094,0.259,0.108,0,0,0,5.34,0.244,0.302,71,4.5,0,,,,,,,,,
C101365,33,M,Perak,T20,148,new,1,0,56.37,65.67,69,6,0.752,0.006,0,0.388,0.431,0.182,0,0,0,8.56,0.297,0.0,37,3.8,1,,,,,,,,,
C101366,20,M,Kelantan,M40,231,new,1,0,20.57,19.94,91,3,0.342,0.02,0,0.268,0.399,0.044,0,0,0,4.3,0.342,0.03,22,4.0,0,,,,,,,,,
C101367,42,F,Johor,M40,309,loyal,9,3,56.92,496.36,68,19,0.53,0.004,0,0.413,0.393,0.257,3,0,0,8.1,0.0,0.32,474,4.1,1,,,,,,,,,
C101368,41,M,Kelantan,B40,186,regular,3,1,57.18,147.75,2,14,0.857,0.02,0,0.427,0.431,0.061,0,0,1,8.82,0.668,0.372,172,3.7,0,"Slightly disappointed with the delivery, took a bit longer than expected. Still, the product was okay, but could be better lah.","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the delivery, took a bit longer than expected. Still, the product was okay, but could be better lah.","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the delivery, took a bit longer than expected. Still, the product was okay, but could be better lah.","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C101369,39,M,Selangor,B40,291,loyal,9,4,61.74,487.83,97,21,0.415,0.103,1,0.109,0.0,0.02,0,0,0,9.93,0.263,0.0,572,5.0,0,,,,,,,,,
C101370,18,M,Johor,T20,206,new,3,1,31.57,79.65,92,9,0.576,0.248,0,0.464,0.345,0.015,0,0,0,3.08,0.0,0.0,24,2.9,1,,,,,,,,,
C101371,37,F,Selangor,B40,213,regular,2,0,48.5,115.46,98,17,0.552,0.189,0,0.429,0.478,0.216,1,0,0,2.72,0.202,0.0,96,3.8,1,,,,"Sangat kecewa dengan penghantaran, dah lama sgt!  Takde pulak notif, mcm mana nak belanja.  Maybe next time better sikit.",Customer:  My order still hasn't arrived!  It's been ages.,Late delivery issue,"Sangat kecewa dengan penghantaran, dah lama sgt!  Takde pulak notif, mcm mana nak belanja.  Maybe next time better sikit.",Customer:  My order still hasn't arrived!  It's been ages.,Late delivery issue
C101372,34,F,Sarawak,M40,430,loyal,5,2,33.91,144.29,3,18,0.244,0.067,0,0.262,0.235,0.036,0,0,0,5.94,0.463,0.602,147,4.9,0,,,,,,,,,
C101373,18,M,Selangor,B40,171,new,2,1,32.86,72.47,98,11,0.382,0.018,0,0.411,0.514,0.031,0,0,0,6.89,0.0,0.0,64,4.8,1,,,,,,,,,
C101374,30,F,KL,B40,318,new,0,0,25.27,0.0,56,4,0.792,0.034,0,0.349,0.252,0.182,0,0,0,4.23,0.15,0.205,0,3.7,1,,,,"Sangat kecewa dengan order saya, dah lama sangat sampai.  Maybe next time, check delivery timing better lah.",Customer: My order still hasn't arrived!  It's been ages.,Delivery delay,"Sangat kecewa dengan order saya, dah lama sangat sampai.  Maybe next time, check delivery timing better lah.",Customer: My order still hasn't arrived!  It's been ages.,Delivery delay
C101375,33,F,Sarawak,M40,55,regular,6,2,31.01,188.82,99,14,0.512,0.025,0,0.436,0.574,0.09,0,0,0,3.73,0.165,0.0,172,4.3,1,,,,"Sangat kecewa dengan order saya, dah lama sangat!  Shipping takde news, macam mana nak belanja barang?  Hopefully next time delivery cepat.","Customer:  My order hasn't arrived yet, can you check?",Shipping delay,"Sangat kecewa dengan order saya, dah lama sangat!  Shipping takde news, macam mana nak belanja barang?  Hopefully next time delivery cepat.","Customer:  My order hasn't arrived yet, can you check?",Shipping delay
C101376,35,F,Penang,M40,225,regular,4,1,37.18,170.89,91,9,0.396,0.068,1,0.178,0.348,0.08,0,0,0,9.17,0.0,0.012,124,4.3,1,,,,,,,,,
C101377,32,M,Selangor,M40,504,premium,7,2,44.28,364.04,105,23,0.482,0.081,1,0.44,0.277,0.023,0,0,0,6.32,0.0,0.01,297,5.0,0,,,,,,,,,
