customer_id,chat_log,chat_sentiment_score,chat_length,has_negative_keywords
CUST001150,I'm impressed with your customer service. Thank you.,0.867,52,False
CUST001151,I love your service! Keep up the great work. Looking forward to your reply.,0.928,75,False
CUST001152,Thank you for resolving my issue so quickly. Please help.,0.864,57,False
CUST001153,I'm interested in bulk ordering. I need assistance.,0.577,51,False
CUST001154,I love your service! Keep up the great work. I need assistance.,0.991,63,False
CUST001155,Thank you for resolving my issue so quickly. Please help.,0.853,57,False
CUST001156,The packaging was perfect and the product arrived safely. Thank you.,0.958,68,False
CUST001157,Can you help me with product recommendations? Looking forward to your reply.,0.42,76,False
CUST001158,I have a question about shipping options. Can someone respond?,0.417,62,False
CUST001159,Your customer service team is amazing! Thank you.,0.733,49,False
CUST001160,What are your business hours? Can someone respond?,0.575,50,False
CUST001161,I want to subscribe to your newsletter. Please help.,0.477,52,False
CUST001162,I've called multiple times but no one helps me. Thank you.,0.062,58,False
CUST001163,I'm looking for a gift for my friend. Please help.,0.584,50,False
CUST001164,I appreciate the quick response to my inquiry. I need assistance.,0.796,65,False
CUST001165,Can you help me with product recommendations? Please help.,0.407,58,False
CUST001166,"Hi, I'd like to check the status of my order. Thank you.",0.507,56,False
CUST001167,Thank you so much! The product exceeded my expectations. Looking forward to your reply.,0.784,87,False
CUST001168,My package was damaged and you're refusing to help. I need assistance.,0.139,70,True
CUST001169,"Hi, I'd like to check the status of my order. Please help.",0.571,58,False
CUST001170,Your return policy is confusing and unfair. Looking forward to your reply.,0.062,74,False
CUST001171,I'm looking for a gift for my friend. I need assistance.,0.451,56,False
CUST001172,I appreciate the quick response to my inquiry. I need assistance.,0.835,65,False
CUST001173,This is ridiculous. I'm never shopping here again. I need assistance.,0.214,69,False
CUST001174,Your customer service is terrible. No one responds to my emails. Can someone respond?,0.16,85,True
CUST001175,The product quality is terrible. I'm very disappointed. Can someone respond?,0.243,76,True
CUST001176,Your customer service team is amazing! Looking forward to your reply.,0.777,69,False
CUST001177,Your return policy is confusing and unfair. Please help.,0.257,56,False
CUST001178,I appreciate the quick response to my inquiry. Can someone respond?,0.961,67,False
CUST001179,I appreciate the quick response to my inquiry. Please help.,0.749,59,False
CUST001180,Your customer service is terrible. No one responds to my emails. Thank you.,0.232,75,True
CUST001181,The product I received was completely different from what I ordered. Can someone respond?,0.028,89,False
CUST001182,I want a refund immediately. This is the worst experience ever. Looking forward to your reply.,0.266,94,True
CUST001183,The product quality is excellent. Highly recommend! Looking forward to your reply.,0.964,82,False
CUST001184,Can I change my order before it ships? I need assistance.,0.582,57,False
CUST001185,Thank you so much! The product exceeded my expectations. I need assistance.,0.8,75,False
CUST001186,I've called multiple times but no one helps me. Thank you.,0.147,58,False
CUST001187,Great prices and fast shipping. Very satisfied! Looking forward to your reply.,0.737,78,False
CUST001188,This is ridiculous. I'm never shopping here again. Looking forward to your reply.,0.02,81,False
CUST001189,I love the variety of products you offer. Looking forward to your reply.,0.934,72,False
CUST001190,Thank you so much! The product exceeded my expectations. Please help.,0.701,69,False
CUST001191,The product I received was completely different from what I ordered. Looking forward to your reply.,0.028,99,False
CUST001192,Can you tell me more about this product? Looking forward to your reply.,0.494,71,False
CUST001193,What payment methods do you accept? Looking forward to your reply.,0.478,66,False
CUST001194,The product quality is excellent. Highly recommend! Looking forward to your reply.,0.859,82,False
CUST001195,Can I change my order before it ships? Looking forward to your reply.,0.49,69,False
CUST001196,Thank you for resolving my issue so quickly. Thank you.,0.966,55,False
CUST001197,I want to subscribe to your newsletter. I need assistance.,0.49,58,False
CUST001198,Great prices and fast shipping. Very satisfied! I need assistance.,0.771,66,False
CUST001199,I love the variety of products you offer. I need assistance.,0.819,60,False
CUST001200,The product quality is terrible. I'm very disappointed. Please help.,0.083,68,True
